2015 Order,2008 Order,2004Order,Name,Company,2008Cat,2008CatName,2008Sub,2008SubName,2015 Cat,2015CatName,2015 Sub,2015SubName,2015 Sort,Date,Source
194,518,ADD,Plank Bavarian Dunkler Weizenbock,Plank,15,German Wheat and Rye Beer,C,Weizenbock,10,German Wheat Beer,C,Weizenbock,2,2008,CLASSIC
195,ADD,,Penn Weizenbock,Penn,,,,,10,German Wheat Beer,C,Weizenbock,3,2015,CLASSIC
196,516,414,Schneider Unser Aventinus,Schneider,15,German Wheat and Rye Beer,C,Weizenbock,10,German Wheat Beer,C,Weizenbock,4,2004,CLASSIC
197,ADD,,Plank Bavarian Heller Weizenbock,Plank,,,,,10,German Wheat Beer,C,Weizenbock,5,2015,CLASSIC
198,ADD,,Weihenstephaner Vitus,Weihenstephaner,,,,,10,German Wheat Beer,C,Weizenbock,6,2015,CLASSIC
199,214,175,Adnam's Southwold Bitter ,Adnam's,08,English Pale Ale,A,Standard/Ordinary Bitter,11,British Bitter,A,Ordinary Bitter,1,2004,CLASSIC
200,218,ADD,Brain's Bitter,Brain's,08,English Pale Ale,A,Standard/Ordinary Bitter,11,British Bitter,A,Ordinary Bitter,2,2008,CLASSIC
201,213,171,Fuller's Chiswick Bitter,Fuller's,08,English Pale Ale,A,Standard/Ordinary Bitter,11,British Bitter,A,Ordinary Bitter,3,2004,CLASSIC
202,216,ADD,Greene King IPA,Greene King,08,English Pale Ale,A,Standard/Ordinary Bitter,11,British Bitter,A,Ordinary Bitter,4,2008,CLASSIC
203,219,ADD,Tetley's Original Bitter,Tetley's,08,English Pale Ale,A,Standard/Ordinary Bitter,11,British Bitter,A,Ordinary Bitter,5,2008,CLASSIC
204,215,173,Young's Bitter,Young's,08,English Pale Ale,A,Standard/Ordinary Bitter,11,British Bitter,A,Ordinary Bitter,6,2004,CLASSIC
205,225,ADD,Adnan's SSB,Adnan's,08,English Pale Ale,B,Special/Best/Premium Bitter,11,British Bitter,B,Best Bitter,1,2008,CLASSIC
206,223,177,Coniston Bluebird Bitter,Coniston,08,English Pale Ale,B,Special/Best/Premium Bitter,11,British Bitter,B,Best Bitter,2,2004,CLASSIC
207,222,176,Fuller's London Pride,Fuller's,08,English Pale Ale,B,Special/Best/Premium Bitter,11,British Bitter,B,Best Bitter,3,2004,CLASSIC
208,ADD,,Harvey’s Sussex Best Bitter,Harvey’s,,,,,11,British Bitter,B,Best Bitter,4,2015,CLASSIC
209,227,180,Shepherd Neame Masterbrew Kentish Ale,Shepherd Neame,08,English Pale Ale,B,Special/Best/Premium Bitter,11,British Bitter,B,Best Bitter,5,2004,CLASSIC
210,224,178,Timothy Taylor Landlord,Timothy Taylor,08,English Pale Ale,B,Special/Best/Premium Bitter,11,British Bitter,B,Best Bitter,6,2004,CLASSIC
211,226,ADD,Young's Special,Young's,08,English Pale Ale,B,Special/Best/Premium Bitter,11,British Bitter,B,Best Bitter,7,2008,CLASSIC
212,239,191,Bass Ale,Bass,08,English Pale Ale,C,Extra Special/Strong Bitter,11,British Bitter,C,Strong Bitter,1,2004,CLASSIC
213,ADD,,Highland Orkney Blast,Highland,,,,,11,British Bitter,C,Strong Bitter,2,2015,CLASSIC
214,238,190,Samuel Smith's Old Brewery Pale Ale,Samuel Smith's,08,English Pale Ale,C,Extra Special/Strong Bitter,11,British Bitter,C,Strong Bitter,3,2004,CLASSIC
215,236,189,Shepherd Neame Bishop's Finger,Shepherd Neame,08,English Pale Ale,C,Extra Special/Strong Bitter,11,British Bitter,C,Strong Bitter,4,2004,CLASSIC
216,241,193,Shepherd Neame Spitfire,Shepherd Neame,08,English Pale Ale,C,Extra Special/Strong Bitter,11,British Bitter,C,Strong Bitter,5,2004,CLASSIC
217,ADD,,West Berkshire Dr. Hexter’s Healer,West Berkshire,,,,,11,British Bitter,C,Strong Bitter,6,2015,CLASSIC
218,240,192,Whitbread Pale Ale,Whitbread,08,English Pale Ale,C,Extra Special/Strong Bitter,11,British Bitter,C,Strong Bitter,7,2004,CLASSIC
219,237,ADD,Young's Ram Rod,Young's,08,English Pale Ale,C,Extra Special/Strong Bitter,11,British Bitter,C,Strong Bitter,8,2008,CLASSIC
220,ADD,,Crouch Vale Brewers Gold,Crouch Vale,,,,,12,Pale Commonwealth Beer,A,British Golden Ale,1,2015,CLASSIC
221,ADD,,Fuller's Discovery,Fuller's,,,,,12,Pale Commonwealth Beer,A,British Golden Ale,2,2015,CLASSIC
222,ADD,,Golden Hill Exmoor Gold,Golden Hill,,,,,12,Pale Commonwealth Beer,A,British Golden Ale,3,2015,CLASSIC
223,251,203,Hopback Summer Lightning,Hopback,08,English Pale Ale,C,Extra Special/Strong Bitter,12,Pale Commonwealth Beer,A,British Golden Ale,4,2004,CLASSIC
224,ADD,,Kelham Island Pale Rider,Kelham Island,,,,,12,Pale Commonwealth Beer,A,British Golden Ale,5,2015,CLASSIC
225,ADD,,Morland Old Golden Hen,Morland,,,,,12,Pale Commonwealth Beer,A,British Golden Ale,6,2015,CLASSIC
226,217,172,Oakham Jeffrey Hudson Bitter (JHB),Oakham,08,English Pale Ale,A,Standard/Ordinary Bitter,12,Pale Commonwealth Beer,A,British Golden Ale,7,2004,CLASSIC
227,ADD,,Coopers Original Pale Ale,Coopers,,,,,12,Pale Commonwealth Beer,B,Australian Sparkling Ale,1,2015,CLASSIC
228,ADD,,Coopers Sparkling Ale,Coopers,,,,,12,Pale Commonwealth Beer,B,Australian Sparkling Ale,2,2015,CLASSIC
229,455,371,Freeminer Trafalgar IPA,Freeminer,14,India Pale Ale,A,English IPA,12,Pale Commonwealth Beer,C,English IPA,1,2004,CLASSIC
230,ADD,,Fuller's Bengal Lancer IPA,Fuller's,,,,,12,Pale Commonwealth Beer,C,English IPA,2,2015,CLASSIC
231,454,ADD,Meantime India Pale Ale,Meantime,14,India Pale Ale,A,English IPA,12,Pale Commonwealth Beer,C,English IPA,3,2008,CLASSIC
232,ADD,,Ridgeway IPA,Ridgeway,,,,,12,Pale Commonwealth Beer,C,English IPA,4,2015,CLASSIC
233,ADD,,Summit True Brit IPA,Summit,,,,,12,Pale Commonwealth Beer,C,English IPA,5,2015,CLASSIC
234,ADD,,Thornbridge Jaipur,Thornbrige,,,,,12,Pale Commonwealth Beer,C,English IPA,6,2015,CLASSIC
235,ADD,,Worthington White Shield,Worthington,,,,,12,Pale Commonwealth Beer,C,English IPA,7,2015,CLASSIC
236,336,272,Banks's Mild,Banks's,11,English Brown Ale,A,Mild,13,Brown British Beer,A,Dark Mild,1,2004,CLASSIC
237,ADD,,Cain's Dark Mild,Cain's,,,,,13,Brown British Beer,A,Dark Mild,2,2015,CLASSIC
238,333,270,Highgate Dark Mild,Highgate,11,English Brown Ale,A,Mild,13,Brown British Beer,A,Dark Mild,3,2004,CLASSIC
239,335,271,Brain's Dark,Brain's,11,English Brown Ale,A,Mild,13,Brown British Beer,A,Dark Mild,4,2004,CLASSIC
240,330,269,Moorhouse Black Cat,Moorhouse,11,English Brown Ale,A,Mild,13,Brown British Beer,A,Dark Mild,5,2004,CLASSIC
241,ADD,,Rudgate Ruby Mild,Rudgate,,,,,13,Brown British Beer,A,Dark Mild,6,2015,CLASSIC
242,332,ADD,Theakston Traditional Mild,Theakston,11,English Brown Ale,A,Mild,13,Brown British Beer,A,Dark Mild,7,2008,CLASSIC
243,ADD,,Maxim Double Maxim,Maxim,,,,,13,Brown British Beer,B,British Brown Ale,1,2015,CLASSIC
244,344,279,Newcastle Brown Ale,Newcastle,11,English Brown Ale,C,Northern English Brown Ale,13,Brown British Beer,B,British Brown Ale,2,2004,CLASSIC
245,346,ADD,Riggwelter Yorkshire Ale,Riggwelter,11,English Brown Ale,C,Northern English Brown Ale,13,Brown British Beer,B,British Brown Ale,3,2008,CLASSIC
246,345,280,Samuel Smith's Nut Brown Ale,Samuel Smith's,11,English Brown Ale,C,Northern English Brown Ale,13,Brown British Beer,B,British Brown Ale,4,2004,CLASSIC
247,347,ADD,Wychwood Hobgoblin,Wychwood,11,English Brown Ale,C,Northern English Brown Ale,13,Brown British Beer,B,British Brown Ale,5,2008,CLASSIC
248,355,284,Burton Bridge Burton Porter,Burton Bridge,12,Porter,A,Brown Porter,13,Brown British Beer,C,English Porter,1,2004,CLASSIC
249,353,283,Fuller's London Porter,Fuller's,12,Porter,A,Brown Porter,13,Brown British Beer,C,English Porter,2,2004,CLASSIC
250,357,285,Nethergate Old Growler Porter,Nethergate,12,Porter,A,Brown Porter,13,Brown British Beer,C,English Porter,3,2004,CLASSIC
251,356,ADD,RCH Old Slug Porter,RCH,12,Porter,A,Brown Porter,13,Brown British Beer,C,English Porter,4,2008,CLASSIC
252,354,282,Samuel Smith Taddy Porter,Samuel Smith's,12,Porter,A,Brown Porter,13,Brown British Beer,C,English Porter,5,2004,CLASSIC
253,260,211,McEwan's 60/- (cask-only),McEwan's,09,Scottish and Irish Ales,A,Scottish Light 60/-,14,Scottish Ale,A,Scottish Light,1,2004,CLASSIC
254,268,ADD,Broughton Greenmantle Ale,Broughton,09,Scottish and Irish Ales,B,Scottish Heavy 70/-,14,Scottish Ale,B,Scottish Heavy,1,2008,CLASSIC
255,ADD,,Caledonia Smooth,Caledonia,,,,,14,Scottish Ale,B,Scottish Heavy,2,2015,CLASSIC
256,ADD,,McEwan's 70,McEwan's,,,,,14,Scottish Ale,B,Scottish Heavy,3,2015,CLASSIC
257,265,216,Orkney Raven Ale,Orkney,09,Scottish and Irish Ales,B,Scottish Heavy 70/-,14,Scottish Ale,B,Scottish Heavy,4,2004,CLASSIC
258,267,ADD,Tennents Special,Tennents,09,Scottish and Irish Ales,B,Scottish Heavy 70/-,14,Scottish Ale,B,Scottish Heavy,5,2008,CLASSIC
259,272,220,Belhaven Scottish Ale (in US),Belhaven,09,Scottish and Irish Ales,C,Scottish Export 80/-,14,Scottish Ale,C,Scottish Export,1,2004,CLASSIC
260,274,ADD,Broughton Exciseman's 80/-,Broughton,09,Scottish and Irish Ales,C,Scottish Export 80/-,14,Scottish Ale,C,Scottish Export,2,2008,CLASSIC
261,269,218,Orkney Dark Island,Orkney,09,Scottish and Irish Ales,C,Scottish Export 80/-,14,Scottish Ale,C,Scottish Export,3,2004,CLASSIC
262,ADD,,Pelican MacPelican’s Scottish Style Ale,Pelican,,,,,14,Scottish Ale,C,Scottish Export,4,2015,CLASSIC
263,ADD,,Weasel Boy Plaid Ferret Scottish Ale,Weasel Boy,,,,,14,Scottish Ale,C,Scottish Export,5,2015,CLASSIC
264,286,230,Caffrey's Irish Ale,Caffrey,09,Scottish and Irish Ales,D,Irish Red Ale,15,Irish Beer,A,Irish Red Ale,1,2004,CLASSIC
265,ADD,,Franciscan Well Rebel Red,Franciscan Well,,,,,15,Irish Beer,A,Irish Red Ale,2,2015,CLASSIC
266,282,228,Kilkenny Irish Beer,Kilkenny,09,Scottish and Irish Ales,D,Irish Red Ale,15,Irish Beer,A,Irish Red Ale,3,2004,CLASSIC
267,283,ADD,O'Hara's Irish Red Ale,O'Hara,09,Scottish and Irish Ales,D,Irish Red Ale,15,Irish Beer,A,Irish Red Ale,4,2008,CLASSIC
268,ADD,,Porterhouse Red Ale,Porterhouse,,,,,15,Irish Beer,A,Irish Red Ale,5,2015,CLASSIC
269,ADD,,Samuel Smith's Irish Red,Samuel Smith's,,,,,15,Irish Beer,A,Irish Red Ale,6,2015,CLASSIC
270,284,227,Smithwick's Irish Ale,Smithwick,09,Scottish and Irish Ales,D,Irish Red Ale,15,Irish Beer,A,Irish Red Ale,7,2004,CLASSIC
271,389,314,Beamish Irish Stout,Beamish,13,Stout,A,Dry Stout,15,Irish Beer,B,Irish Stout,1,2004,CLASSIC
272,387,312,Guinness Draught Stout,Guinness,13,Stout,A,Dry Stout,15,Irish Beer,B,Irish Stout,2,2004,CLASSIC
273,ADD,,Harpoon Boston Irish Stout,Harpoon,,,,,15,Irish Beer,B,Irish Stout,3,2015,CLASSIC
274,388,313,Murphy's Irish Stout,Murphy's,13,Stout,A,Dry Stout,15,Irish Beer,B,Irish Stout,4,2004,CLASSIC
275,390,315,O'Hara's Irish Stout,O'Hara's,13,Stout,A,Dry Stout,15,Irish Beer,B,Irish Stout,5,2004,CLASSIC
276,ADD,,Porterhouse Wrasslers 4X,Porterhouse,,,,,15,Irish Beer,B,Irish Stout,6,2015,CLASSIC
277,ADD,342,Guinness Extra Stout,Guinness,13,Stout,D,Foreign Extra Stout,15,Irish Beer,C,Irish Extra Stout,1,2004,CLASSIC
278,ADD,,O'Hara's Leann Folláin,O'Hara's,,,,,15,Irish Beer,C,Irish Extra Stout,2,2015,CLASSIC
279,403,346,Sheaf Stout,Sheaf,13,Stout,B,Sweet Stout,15,Irish Beer,C,Irish Extra Stout,3,2008,CLASSIC
280,ADD,,Bristol Beer Factory Milk Stout,Bristol Beer Factory,,,,,16,Dark British Beer,A,Sweet Stout,1,2015,CLASSIC
281,406,327,Left Hand Milk Stout ,Left Hand,13,Stout,B,Sweet Stout,16,Dark British Beer,A,Sweet Stout,2,2004,CLASSIC
282,ADD,,Lancaster Milk Stout,Lancaster,,,,,16,Dark British Beer,A,Sweet Stout,3,2015,CLASSIC
283,398,322,Mackeson's XXX Stout,Mackeson's,13,Stout,B,Sweet Stout,16,Dark British Beer,A,Sweet Stout,4,2004,CLASSIC
284,402,325,Marston's Oyster Stout,Marston's,13,Stout,B,Sweet Stout,16,Dark British Beer,A,Sweet Stout,5,2004,CLASSIC
285,405,326,Samuel Adams Cream Stout,Boston Beer Co.,13,Stout,B,Sweet Stout,16,Dark British Beer,A,Sweet Stout,6,2004,CLASSIC
286,413,332,Anderson Valley Barney Flats Oatmeal Stout,Anderson Valley,13,Stout,C,Oatmeal Stout,16,Dark British Beer,B,Oatmeal Stout,1,2004,CLASSIC
287,ADD,,Broughton Scottish Oatmeal Stout,Broughton,,,,,16,Dark British Beer,B,Oatmeal Stout,2,2015,CLASSIC
288,ADD,,Figueroa Scottish Oatmeal Stout,Figueroa,,,,,16,Dark British Beer,B,Oatmeal Stout,3,2015,CLASSIC
289,ADD,,St.Ambroise Oatmeal Stout,St-Ambroise,,,,,16,Dark British Beer,B,Oatmeal Stout,4,2015,CLASSIC
290,408,328,Samuel Smith Oatmeal Stout,Samuel Smith's,13,Stout,C,Oatmeal Stout,16,Dark British Beer,B,Oatmeal Stout,5,2004,CLASSIC
291,409,329,Young's Oatmeal Stout,Young's,13,Stout,C,Oatmeal Stout,16,Dark British Beer,B,Oatmeal Stout,6,2004,CLASSIC
292,421,338,ABC Extra Stout (Singapore - Tropical),ABC,13,Stout,D,Foreign Extra Stout,16,Dark British Beer,C,Tropical Stout,1,2004,CLASSIC
293,420,339,Dragon Stout (Jamaica - Tropical),Dragon Stout,13,Stout,D,Foreign Extra Stout,16,Dark British Beer,C,Tropical Stout,2,2004,CLASSIC
294,423,341,Jamaica Stout (Jamaica - Tropical),Jamaica Stout,13,Stout,D,Foreign Extra Stout,16,Dark British Beer,C,Tropical Stout,3,2004,CLASSIC
295,419,337,Lion Stout (Sri Lanka - Tropical),Lion,13,Stout,D,Foreign Extra Stout,16,Dark British Beer,C,Tropical Stout,4,2004,CLASSIC
296,422,340,"Royal Extra ""The Lion Stout"" (Trinidad - Tropical)",Royal Extra,13,Stout,D,Foreign Extra Stout,16,Dark British Beer,C,Tropical Stout,5,2004,CLASSIC
297,427,344,Coopers Best Extra Stout (Export),Coopers,13,Stout,D,Foreign Extra Stout,16,Dark British Beer,D,Foreign Extra Stout,1,2004,CLASSIC
298,425,343,Guinness Foreign Extra Stout (Export),Guinness,13,Stout,D,Foreign Extra Stout,16,Dark British Beer,D,Foreign Extra Stout,2,2004,CLASSIC
299,ADD,,The Kernel Export Stout,The Kernel,,,,,16,Dark British Beer,D,Foreign Extra Stout,3,2015,CLASSIC
300,426,ADD,Ridgeway Foreign Extra Stout (Export),Ridgeway,13,Stout,D,Foreign Extra Stout,16,Dark British Beer,D,Foreign Extra Stout,4,2008,CLASSIC
301,ADD,,Southwark Old Stout,Southwark,,,,,16,Dark British Beer,D,Foreign Extra Stout,5,2015,CLASSIC
302,772,609,Fuller's 1845,Fuller's,19,Strong Ale,A,Old Ale,17,Strong British Ale,A,British Strong Ale,1,2004,CLASSIC
303,767,604,Harvey's Elizabethan Ale,Harvey's,19,Strong Ale,A,Old Ale,17,Strong British Ale,A,British Strong Ale,2,2004,CLASSIC
304,ADD,,J.W. Lees Manchester Star,J.W. Lees,,,,,17,Strong British Ale,A,British Strong Ale,3,2015,CLASSIC
305,771,608,Samuel Smith's Winter Welcome,Samuel Smith's,19,Strong Ale,A,Old Ale,17,Strong British Ale,A,British Strong Ale,4,2004,CLASSIC
306,769,606,Young's Winter Warmer,Young's,19,Strong Ale,A,Old Ale,17,Strong British Ale,A,British Strong Ale,5,2004,CLASSIC
307,761,599,Burton Bridge Olde Expensive,Burton Bridge,19,Strong Ale,A,Old Ale,17,Strong British Ale,B,Old Ale,1,2004,CLASSIC
308,760,598,Gale's Prize Old Ale,Gale's,19,Strong Ale,A,Old Ale,17,Strong British Ale,B,Old Ale,2,2004,CLASSIC
309,763,ADD,Greene King Strong Suffolk Ale ,Greene King,19,Strong Ale,A,Old Ale,17,Strong British Ale,B,Old Ale,3,2008,CLASSIC
310,762,600,Marston Owd Roger,Marston's,19,Strong Ale,A,Old Ale,17,Strong British Ale,B,Old Ale,4,2004,CLASSIC
311,768,605,Theakston Old Peculier,Theakston,19,Strong Ale,A,Old Ale,17,Strong British Ale,B,Old Ale,5,2004,CLASSIC
312,292,239,Belhaven Wee Heavy,Belhaven,09,Scottish and Irish Ales,E,Strong Scotch Ale,17,Strong British Ale,C,Wee Heavy,1,2004,CLASSIC
313,300,242,Gordon Highland Scotch Ale,Gordon,09,Scottish and Irish Ales,E,Strong Scotch Ale,17,Strong British Ale,C,Wee Heavy,2,2004,CLASSIC
314,298,ADD,Inveralmond Blackfriar,Inveralmond,09,Scottish and Irish Ales,E,Strong Scotch Ale,17,Strong British Ale,C,Wee Heavy,3,2008,CLASSIC
315,293,237,McEwan's Scotch Ale,McEwan's,09,Scottish and Irish Ales,E,Strong Scotch Ale,17,Strong British Ale,C,Wee Heavy,4,2004,CLASSIC
316,297,236,Orkney Skull Splitter,Orkney,09,Scottish and Irish Ales,E,Strong Scotch Ale,17,Strong British Ale,C,Wee Heavy,5,2004,CLASSIC
317,291,235,Traquair House Ale,Traquair,09,Scottish and Irish Ales,E,Strong Scotch Ale,17,Strong British Ale,C,Wee Heavy,6,2004,CLASSIC
318,ADD,,Adnam's Tally-Ho,Adnam's,,,,,17,Strong British Ale,D,English Barleywine,1,2015,CLASSIC
319,780,617,Burton Bridge Thomas Sykes Old Ale,Burton Bridge,19,Strong Ale,B,English Barleywine,17,Strong British Ale,D,English Barleywine,2,2004,CLASSIC
320,ADD,,Coniston No. 9 Barley Wine,Coniston,,,,,17,Strong British Ale,D,English Barleywine,3,2015,CLASSIC
321,783,620,Fuller's Golden Pride,Fuller's,19,Strong Ale,B,English Barleywine,17,Strong British Ale,D,English Barleywine,4,2004,CLASSIC
322,781,619,J.W. Lees Vintage Harvest Ale,J.W. Lees,19,Strong Ale,B,English Barleywine,17,Strong British Ale,D,English Barleywine,5,2004,CLASSIC
323,782,618,Robinson's Old Tom,Robinson's,19,Strong Ale,B,English Barleywine,17,Strong British Ale,D,English Barleywine,6,2004,CLASSIC
324,ADD,,Kona Big Wave Golden Ale,Kona,,,,,18,Pale American Ale,A,Blonde Ale,1,2015,CLASSIC
325,162,ADD,Pelican Kiwanda Cream Ale,Pelican,06,Light Hybrid Beer,B,Blonde Ale,18,Pale American Ale,A,Blonde Ale,2,2008,CLASSIC
326,163,ADD,Russian River Aud Blonde,Russian River,06,Light Hybrid Beer,B,Blonde Ale,18,Pale American Ale,A,Blonde Ale,3,2008,CLASSIC
327,ADD,,Victory Summer Love,Victory,,,,,18,Pale American Ale,A,Blonde Ale,4,2015,CLASSIC
328,ADD,,Widmer Citra Summer Blonde Brew,Widmer,,,,,18,Pale American Ale,A,Blonde Ale,5,2015,CLASSIC
329,ADD,,Ballast Point Grunion Pale Ale,Ballast Point,,,,,18,Pale American Ale,B,American Pale Ale,1,2015,CLASSIC
330,ADD,,Firestone Walker Pale 31,Firestone Walker,,,,,18,Pale American Ale,B,American Pale Ale,2,2015,CLASSIC
331,304,246,Great Lakes Burning River Pale Ale,Great Lakes,10,American Ale,A,American Pale Ale,18,Pale American Ale,B,American Pale Ale,3,2004,CLASSIC
332,302,244,Sierra Nevada Pale Ale,Sierra Nevada,10,American Ale,A,American Pale Ale,18,Pale American Ale,B,American Pale Ale,4,2004,CLASSIC
333,303,245,Stone Pale Ale,Stone,10,American Ale,A,American Pale Ale,18,Pale American Ale,B,American Pale Ale,5,2004,CLASSIC
334,ADD,,Tröegs Pale Ale,Tröegs,,,,,18,Pale American Ale,B,American Pale Ale,6,2015,CLASSIC
335,314,ADD,Deschutes Cinder Cone Red,Deschutes,10,American Ale,B,American Amber Ale,19,Amber and Brown American Beer,A,American Amber Ale,1,2008,CLASSIC
336,ADD,,Full Sail Amber,Full Sail,,,,,19,Amber and Brown American Beer,A,American Amber Ale,2,2015,CLASSIC
337,ADD,,Kona Lavaman Red Ale,Kona Lavaman,,,,,19,Amber and Brown American Beer,A,American Amber Ale,3,2015,CLASSIC
338,312,254,North Coast Ruedrich's Red Seal Ale,North Coast,10,American Ale,B,American Amber Ale,19,Amber and Brown American Beer,A,American Amber Ale,4,2004,CLASSIC
339,ADD,,Rogue American Amber,Rogue,,,,,19,Amber and Brown American Beer,A,American Amber Ale,5,2015,CLASSIC
340,313,ADD,Tröegs HopBack Amber Ale,Tröegs,10,American Ale,B,American Amber Ale,19,Amber and Brown American Beer,A,American Amber Ale,6,2008,CLASSIC
341,203,158,Anchor Steam,Anchor,07,Amber Hybrid Beer,B,California Common Beer,19,Amber and Brown American Beer,B,California Common,1,2004,CLASSIC
342,205,161,Flying Dog Old Scratch Amber Lager ,Flying Dog,07,Amber Hybrid Beer,B,California Common Beer,19,Amber and Brown American Beer,B,California Common,2,2004,CLASSIC
343,ADD,,Schlafly Pi Common,Schlafly,,,,,19,Amber and Brown American Beer,B,California Common,3,2015,CLASSIC
344,ADD,,Steamworks Steam Engine Lager,Steamworks,,,,,19,Amber and Brown American Beer,B,California Common,4,2015,CLASSIC
345,ADD,,Anchor Brekle's Brown,Anchor,,,,,19,Amber and Brown American Beer,C,American Brown Ale,1,2015,CLASSIC
346,325,268,Big Sky Moose Drool Brown Ale ,Big Sky,10,American Ale,C,American Brown Ale,19,Amber and Brown American Beer,C,American Brown Ale,2,2004,CLASSIC
347,327,261,Brooklyn Brown Ale,Brooklyn,10,American Ale,C,American Brown Ale,19,Amber and Brown American Beer,C,American Brown Ale,3,2004,CLASSIC
348,323,265,Bell's Best Brown,Bell's,10,American Ale,C,American Brown Ale,19,Amber and Brown American Beer,C,American Brown Ale,4,2004,CLASSIC
349,ADD,,Cigar City Maduro Brown Ale,Cigar City,,,,,19,Amber and Brown American Beer,C,American Brown Ale,5,2015,CLASSIC
350,324,ADD,Smuttynose Old Brown Dog Ale,Smuttynose,10,American Ale,C,American Brown Ale,19,Amber and Brown American Beer,C,American Brown Ale,6,2008,CLASSIC
351,ADD,,Telluride Face Down Brown,Telluride,,,,,19,Amber and Brown American Beer,C,American Brown Ale,6,2015,CLASSIC
352,367,293,Anchor Porter,Anchor,12,Porter,B,Robust Porter,20,American Porter and Stout,A,American Porter,1,2004,CLASSIC
353,371,ADD,Boulevard Bully! Porter,Boulevard,12,Porter,B,Robust Porter,20,American Porter and Stout,A,American Porter,2,2008,CLASSIC
354,370,301,Deschutes Black Butte Porter,Deschutes,12,Porter,B,Robust Porter,20,American Porter and Stout,A,American Porter,3,2004,CLASSIC
355,ADD,,Founder's Porter,Founder's,,,,,20,American Porter and Stout,A,American Porter,4,2015,CLASSIC
356,365,294,Great Lakes Edmund Fitzgerald Porter,Great Lakes,12,Porter,B,Robust Porter,20,American Porter and Stout,A,American Porter,5,2004,CLASSIC
357,368,ADD,Smuttynose Robust Porter,Smuttynose,12,Porter,B,Robust Porter,20,American Porter and Stout,A,American Porter,6,2008,CLASSIC
358,369,295,Sierra Nevada Porter,Sierra Nevada,12,Porter,B,Robust Porter,20,American Porter and Stout,A,American Porter,7,2004,CLASSIC
359,434,350,Avery Out of Bounds Stout,Avery,13,Stout,E,American Stout,20,American Porter and Stout,B,American Stout,1,2004,CLASSIC
360,430,355,Deschutes Obsidian Stout,Deschutes,13,Stout,E,American Stout,20,American Porter and Stout,B,American Stout,2,2004,CLASSIC
361,432,349,North Coast Old No. 38,North Coast,13,Stout,E,American Stout,20,American Porter and Stout,B,American Stout,3,2004,CLASSIC
362,429,353,Rogue Shakespeare Stout,Rogue,13,Stout,E,American Stout,20,American Porter and Stout,B,American Stout,4,2004,CLASSIC
363,431,348,Sierra Nevada Stout,Sierra Nevada,13,Stout,E,American Stout,20,American Porter and Stout,B,American Stout,5,2004,CLASSIC
364,438,363,Bell's Expedition Stout,Bell's,13,Stout,F,Russian Imperial Stout,20,American Porter and Stout,C,Imperial Stout,1,2004,CLASSIC
365,ADD,,Cigar City Marshal Zhukov’s Imperial Stout,Cigar City,,,,,20,American Porter and Stout,C,Imperial Stout,2,2015,CLASSIC
366,445,ADD,Great Divide Yeti Imperial Stout,Great Divide,13,Stout,F,Russian Imperial Stout,20,American Porter and Stout,C,Imperial Stout,3,2008,CLASSIC
367,439,361,North Coast Old Rasputin Imperial Stout,North Coast,13,Stout,F,Russian Imperial Stout,20,American Porter and Stout,C,Imperial Stout,4,2004,CLASSIC
368,ADD,,Sierra Nevada Narwhal Imperial Stout;,Sierra Nevada,,,,,20,American Porter and Stout,C,Imperial Stout,5,2015,CLASSIC
369,ADD,358,Courage Imperial Russian Stout,Courage,13,Stout,F,Russian Imperial Stout,20,American Porter and Stout,C,Imperial Stout,6,2004,CLASSIC
370,ADD,,Le Coq Imperial Extra Double Stout,Le Coq,,,,,20,American Porter and Stout,C,Imperial Stout,7,2015,CLASSIC
371,441,357,Samuel Smith Imperial Stout,Samuel Smith's,13,Stout,F,Russian Imperial Stout,20,American Porter and Stout,C,Imperial Stout,8,2004,CLASSIC
372,ADD,,Alpine Duvet,Alpine,,,,,21,IPA,A,American IPA,1,2015,CLASSIC
373,465,387,Bell's Two-Hearted Ale,Bell's,14,India Pale Ale,B,American IPA,21,IPA,A,American IPA,2,2004,CLASSIC
374,ADD,,Fat Head's Head Hunter,Fat Head,,,,,21,IPA,A,American IPA,3,2015,CLASSIC
375,ADD,,Firestone Walker Union Jack,Firestone Walker,,,,,21,IPA,A,American IPA,4,2015,CLASSIC
376,ADD,,Lagunitas IPA,Lagunitas,,,,,21,IPA,A,American IPA,5,2015,CLASSIC
377,467,ADD,Russian River Blind Pig IPA,Russian River,14,India Pale Ale,B,American IPA,21,IPA,A,American IPA,6,2008,CLASSIC
378,468,380,Stone IPA,Stone,14,India Pale Ale,B,American IPA,21,IPA,A,American IPA,7,2004,CLASSIC
379,ADD,,Brewery Vivant Triomphe,Brewery Vivant,,,,,21,IPA,B(1),Specialty IPA: Belgian IPA,1,2015,CLASSIC
380,ADD,,Houblon Chouffe,Houblon,,,,,21,IPA,B(1),Specialty IPA: Belgian IPA,2,2015,CLASSIC
381,ADD,,Epic Brainless IPA,Epic,,,,,21,IPA,B(1),Specialty IPA: Belgian IPA,3,2015,CLASSIC
382,ADD,,Green Flash Le Freak,Green Flash,,,,,21,IPA,B(1),Specialty IPA: Belgian IPA,4,2015,CLASSIC
383,ADD,,Stone Cali-Belgique,Stone,,,,,21,IPA,B(1),Specialty IPA: Belgian IPA,5,2015,CLASSIC
