2015 Order,2008 Order,2004Order,Name,Company,2008Cat,2008CatName,2008Sub,2008SubName,2015 Cat,2015CatName,2015 Sub,2015SubName,2015 Sort,Date,Source
DEL,585,467,De Dolle's Oerbier,De Dolle's,16,Belgian and French Ale,E,Belgian Specialty Ale,,,,,,2004,CLASSIC
DEL,586,468,De Dolle's Boskeun,De Dolle's,16,Belgian and French Ale,E,Belgian Specialty Ale,,,,,,2004,CLASSIC
DEL,587,469,De Dolle's Stille Nacht,De Dolle's,16,Belgian and French Ale,E,Belgian Specialty Ale,,,,,,2004,CLASSIC
DEL,588,470,La Chouffe,La Chouffe,16,Belgian and French Ale,E,Belgian Specialty Ale,,,,,,2004,CLASSIC
DEL,589,471,McChouffe,McChouffe,16,Belgian and French Ale,E,Belgian Specialty Ale,,,,,,2004,CLASSIC
DEL,590,472,Chouffe Bok,Chouffe Bok,16,Belgian and French Ale,E,Belgian Specialty Ale,,,,,,2004,CLASSIC
DEL,591,473,N'ice Chouffe,N'ice Chouffe,16,Belgian and French Ale,E,Belgian Specialty Ale,,,,,,2004,CLASSIC
DEL,592,474,Ellezelloise Hercule Stout,Ellezelloise,16,Belgian and French Ale,E,Belgian Specialty Ale,,,,,,2004,CLASSIC
DEL,593,475,Ellezelloise Quintine Amber,Ellezelloise,16,Belgian and French Ale,E,Belgian Specialty Ale,,,,,,2004,CLASSIC
DEL,594,476,Unibroue Ephemere,Unibroue,16,Belgian and French Ale,E,Belgian Specialty Ale,,,,,,2004,CLASSIC
DEL,595,477,Unibroue Maudite,Unibroue,16,Belgian and French Ale,E,Belgian Specialty Ale,,,,,,2004,CLASSIC
DEL,596,478,Unibroue Don de Dieu,Unibroue,16,Belgian and French Ale,E,Belgian Specialty Ale,,,,,,2004,CLASSIC
DEL,597,479,Minty,Minty,16,Belgian and French Ale,E,Belgian Specialty Ale,,,,,,2004,CLASSIC
DEL,598,480,Zatte Bie,Zatte Bie,16,Belgian and French Ale,E,Belgian Specialty Ale,,,,,,2004,CLASSIC
DEL,599,481,Caracole Amber,Caracole,16,Belgian and French Ale,E,Belgian Specialty Ale,,,,,,2004,CLASSIC
DEL,600,482,Caracole Saxo,Caracole,16,Belgian and French Ale,E,Belgian Specialty Ale,,,,,,2004,CLASSIC
DEL,601,483,Caracole Nostradomus,Caracole,16,Belgian and French Ale,E,Belgian Specialty Ale,,,,,,2004,CLASSIC
DEL,602,484,Silenrieu Sara and Joseph,Silenrieu,16,Belgian and French Ale,E,Belgian Specialty Ale,,,,,,2004,CLASSIC
DEL,603,485,Fantô̫me Black Ghost,Fantô̫me,16,Belgian and French Ale,E,Belgian Specialty Ale,,,,,,2004,CLASSIC
DEL,604,486,Fantô̫me Speciale Noël,Fantô̫me,16,Belgian and French Ale,E,Belgian Specialty Ale,,,,,,2004,CLASSIC
DEL,605,ADD,Dupont Moinette,Dupont,16,Belgian and French Ale,E,Belgian Specialty Ale,,,,,,2008,CLASSIC
DEL,606,ADD,Dupont Moinette Brune,Dupont,16,Belgian and French Ale,E,Belgian Specialty Ale,,,,,,2008,CLASSIC
DEL,607,ADD,Avec Les Bons Voeux de la Brasserie Dupont,Dupont,16,Belgian and French Ale,E,Belgian Specialty Ale,,,,,,2008,CLASSIC
DEL,608,487,St. Feuillien Noël,St. Feuillien,16,Belgian and French Ale,E,Belgian Specialty Ale,,,,,,2004,CLASSIC
DEL,609,488,Gouden Carolus Noël,Gouden,16,Belgian and French Ale,E,Belgian Specialty Ale,,,,,,2004,CLASSIC
DEL,610,489,Affligem Noel,Affligem,16,Belgian and French Ale,E,Belgian Specialty Ale,,,,,,2004,CLASSIC
DEL,611,490,Guldenburg and Pere Noël,Guldenburg and Pere,16,Belgian and French Ale,E,Belgian Specialty Ale,,,,,,2004,CLASSIC
DEL,612,491,De Ranke XX Bitter,De Ranke,16,Belgian and French Ale,E,Belgian Specialty Ale,,,,,,2004,CLASSIC
DEL,613,ADD,De Ranke XX Guldenburg,De Ranke,16,Belgian and French Ale,E,Belgian Specialty Ale,,,,,,2008,CLASSIC
DEL,614,ADD,Poperings Hommelbier,Poperings,16,Belgian and French Ale,E,Belgian Specialty Ale,,,,,,2008,CLASSIC
DEL,615,492,Bush (Scaldis),Bush,16,Belgian and French Ale,E,Belgian Specialty Ale,,,,,,2004,CLASSIC
DEL,616,ADD,Moinette Brune,Moinette,16,Belgian and French Ale,E,Belgian Specialty Ale,,,,,,2008,CLASSIC
DEL,617,493,Grottenbier,Grottenbier,16,Belgian and French Ale,E,Belgian Specialty Ale,,,,,,2004,CLASSIC
DEL,618,494,La Trappe Quadrupel,La Trappe,16,Belgian and French Ale,E,Belgian Specialty Ale,,,,,,2004,CLASSIC
DEL,619,495,Weyerbacher QUAD,Weyerbacher,16,Belgian and French Ale,E,Belgian Specialty Ale,,,,,,2004,CLASSIC
DEL,620,496,Bi̬re de Miel,Bi̬re de Miel,16,Belgian and French Ale,E,Belgian Specialty Ale,,,,,,2004,CLASSIC
DEL,621,497,Verboden Vrucht,Verboden Vrucht,16,Belgian and French Ale,E,Belgian Specialty Ale,,,,,,2004,CLASSIC
DEL,622,498,New Belgium 1554 Black Ale,New Belgium ,16,Belgian and French Ale,E,Belgian Specialty Ale,,,,,,2004,CLASSIC
DEL,623,499,Cantillon Iris,Cantillon ,16,Belgian and French Ale,E,Belgian Specialty Ale,,,,,,2004,CLASSIC
DEL,624,ADD,Russian River Temptation,Russian River,16,Belgian and French Ale,E,Belgian Specialty Ale,,,,,,2008,CLASSIC
DEL,625,ADD,Lost Abbey Cuvee de Tomme,Lost Abbey,16,Belgian and French Ale,E,Belgian Specialty Ale,,,,,,2008,CLASSIC
DEL,626,ADD,Lost Abbey Devotion,Lost Abbey,16,Belgian and French Ale,E,Belgian Specialty Ale,,,,,,2008,CLASSIC
DEL,627,ADD,Lindemans Kriek,Lindemans,16,Belgian and French Ale,E,Belgian Specialty Ale,,,,,,2008,CLASSIC
DEL,628,ADD,Lindemans Framboise,Lindemans,16,Belgian and French Ale,E,Belgian Specialty Ale,,,,,,2008,CLASSIC
DEL,629,500,Schultheiss Berliner Weisse,Schultheiss,17,Sour Ale,A,Berliner Weisse,,,,,,2004,CLASSIC
DEL,632,ADD,Weihenstephan 1809 ,Weihenstephaner,17,Sour Ale,A,Berliner Weisse,,,,,,2008,CLASSIC
DEL,634,ADD,Southampton Berliner Weisse,Southampton,17,Sour Ale,A,Berliner Weisse,,,,,,2008,CLASSIC
DEL,635,ADD,Bethlehem Berliner Weisse,Bethlehem,17,Sour Ale,A,Berliner Weisse,,,,,,2008,CLASSIC
DEL,636,ADD,Three Floyds Deesko,Three Floyds,17,Sour Ale,A,Berliner Weisse,,,,,,2008,CLASSIC
DEL,639,505,Bellegems Bruin,Bellegems,17,Sour Ale,B,Flanders Red Ale,,,,,,2004,CLASSIC
DEL,641,507,New Belgium La Folie,New Belgium,17,Sour Ale,B,Flanders Red Ale,,,,,,2004,CLASSIC
DEL,643,509,Southampton Flanders Red Ale,Southampton,17,Sour Ale,B,Flanders Red Ale,,,,,,2004,CLASSIC
DEL,645,ADD,Monk's Cafe Flanders Red Ale,Monk's Café,17,Sour Ale,B,Flanders Red Ale,,,,,,2008,CLASSIC
DEL,646,ADD,New Glarus Enigma,New Glarus,17,Sour Ale,B,Flanders Red Ale,,,,,,2008,CLASSIC
DEL,647,ADD,Panil Barriquée,Panil,17,Sour Ale,B,Flanders Red Ale,,,,,,2008,CLASSIC
DEL,648,ADD,Mestreechs Aajt,Mestreechs,17,Sour Ale,B,Flanders Red Ale,,,,,,2008,CLASSIC
DEL,650,512,Liefman's Odnar,Liefman's,17,Sour Ale,C,Flanders Brown Ale/Oud Bruin,,,,,,2004,CLASSIC
DEL,694,553,Straffe Hendrik Blonde,Straffe Hendrik,18,Begian Strong Ale,A,Belgian Blond Ale,,,,,,2004,CLASSIC
DEL,695,ADD,Brugse Zot,Brugse,18,Begian Strong Ale,A,Belgian Blond Ale,,,,,,2008,CLASSIC
DEL,696,554,Pater Lieven Blond Abbey Ale ,Pater Lieven,18,Begian Strong Ale,A,Belgian Blond Ale,,,,,,2004,CLASSIC
DEL,697,ADD,Troubadour Blond Ale,Troubador,18,Begian Strong Ale,A,Belgian Blond Ale,,,,,,2008,CLASSIC
DEL,701,557,Corsendonk Abbey Brown Ale,Corsendonk,18,Begian Strong Ale,B,Belgian Dubbel,,,,,,2004,CLASSIC
DEL,705,ADD,Pater Lieven Bruin,Pater Lieven,18,Begian Strong Ale,B,Belgian Dubbel,,,,,,2008,CLASSIC
DEL,706,561,Duinen Dubbel,Duinen,18,Begian Strong Ale,B,Belgian Dubbel,,,,,,2004,CLASSIC
DEL,707,562,St. Feuillien Brune,St. Feuillien,18,Begian Strong Ale,B,Belgian Dubbel,,,,,,2004,CLASSIC
DEL,708,563,New Belgium Abbey Belgian Style Ale,New Belgium,18,Begian Strong Ale,B,Belgian Dubbel,,,,,,2004,CLASSIC
DEL,709,564,Stoudts Abbey Double Ale ,Stoudt's,18,Begian Strong Ale,B,Belgian Dubbel,,,,,,2004,CLASSIC
DEL,710,ADD,Russian River Benediction,Russian River,18,Begian Strong Ale,B,Belgian Dubbel,,,,,,2008,CLASSIC
DEL,711,ADD,Flying Fish Dubbel,Flying Fish,18,Begian Strong Ale,B,Belgian Dubbel,,,,,,2008,CLASSIC
DEL,712,ADD,Lost Abbey Lost and Found Abbey Ale,Lost Abbey,18,Begian Strong Ale,B,Belgian Dubbel,,,,,,2008,CLASSIC
DEL,713,ADD,Allagash Double,Allagash,18,Begian Strong Ale,B,Belgian Dubbel,,,,,,2008,CLASSIC
DEL,721,570,Grimbergen Tripel,Grimbergen,18,Begian Strong Ale,C,Belgian Tripel,,,,,,2004,CLASSIC
DEL,723,572,Witkap Pater Tripel,Witkap,18,Begian Strong Ale,C,Belgian Tripel,,,,,,2004,CLASSIC
DEL,724,573,Corsendonk Abbey Pale Ale,Corsendonk,18,Begian Strong Ale,C,Belgian Tripel,,,,,,2004,CLASSIC
DEL,725,574,St. Feuillien Tripel,St. Feuillien,18,Begian Strong Ale,C,Belgian Tripel,,,,,,2004,CLASSIC
DEL,726,ADD,Bink Tripel,Bink,18,Begian Strong Ale,C,Belgian Tripel,,,,,,2008,CLASSIC
DEL,727,ADD,Tripel Karmeliet,Karmeliet,18,Begian Strong Ale,C,Belgian Tripel,,,,,,2008,CLASSIC
DEL,728,575,New Belgium Trippel,New Belgium,18,Begian Strong Ale,C,Belgian Tripel,,,,,,2004,CLASSIC
DEL,730,578,Dragonmead Final Absolution,Dragonmead,18,Begian Strong Ale,C,Belgian Tripel,,,,,,2004,CLASSIC
DEL,731,ADD,Allagash Tripel Reserve,Allagash,18,Begian Strong Ale,C,Belgian Tripel,,,,,,2008,CLASSIC
DEL,732,ADD,Victory Golden Monkey,Victory,18,Begian Strong Ale,C,Belgian Tripel,,,,,,2008,CLASSIC
DEL,735,580,Hapkin,Hapkin,18,Begian Strong Ale,D,Belgian Golden Strong Ale,,,,,,2004,CLASSIC
DEL,742,ADD,Great Divide Hades,Great Divide,18,Begian Strong Ale,D,Belgian Golden Strong Ale,,,,,,2008,CLASSIC
DEL,743,586,Avery Salvation,Avery,18,Begian Strong Ale,D,Belgian Golden Strong Ale,,,,,,2004,CLASSIC
DEL,744,587,North Coast Pranqster,North Coast,18,Begian Strong Ale,D,Belgian Golden Strong Ale,,,,,,2004,CLASSIC
DEL,745,588,Unibroue Eau Benite,Unibroue,18,Begian Strong Ale,D,Belgian Golden Strong Ale,,,,,,2004,CLASSIC
DEL,746,ADD,AleSmith Horny Devil,AleSmith,18,Begian Strong Ale,D,Belgian Golden Strong Ale,,,,,,2008,CLASSIC
DEL,753,ADD,Southampton Abbot 12,Southampton,18,Begian Strong Ale,E,Belgian Dark Strong Ale,,,,,,2008,CLASSIC
DEL,754,591,Chimay Grande Reserve (Blue),Chimay,18,Begian Strong Ale,E,Belgian Dark Strong Ale,,,,,,2004,CLASSIC
DEL,755,ADD,Brasserie des Rocs Grand Cru,Brasserie des Rocs,18,Begian Strong Ale,E,Belgian Dark Strong Ale,,,,,,2008,CLASSIC
DEL,756,596,Gulden Draak,Gulden Draak,18,Begian Strong Ale,E,Belgian Dark Strong Ale,,,,,,2004,CLASSIC
DEL,757,597,Kasteelbier Bière du Chateau Donker,Kasteelbier,18,Begian Strong Ale,E,Belgian Dark Strong Ale,,,,,,2004,CLASSIC
DEL,758,ADD,Lost Abbey Judgment Day,Lost Abbey,18,Begian Strong Ale,E,Belgian Dark Strong Ale,,,,,,2008,CLASSIC
DEL,759,ADD,Russian River Salvation,Russian River,18,Begian Strong Ale,E,Belgian Dark Strong Ale,,,,,,2008,CLASSIC
DEL,764,601,J.W. Lees Moonraker,J.W. Lees,19,Strong Ale,A,Old Ale,,,,,,2004,CLASSIC
DEL,765,602,Harviestoun Old Engine Oil,Harviestoun,19,Strong Ale,A,Old Ale,,,,,,2004,CLASSIC
DEL,766,603,Fuller's Vintage Ale,Fuller's,19,Strong Ale,A,Old Ale,,,,,,2004,CLASSIC
DEL,770,607,Sarah Hughes Dark Ruby Mild,Sarah Hughes,19,Strong Ale,A,Old Ale,,,,,,2004,CLASSIC
DEL,773,610,Fuller's Old Winter Ale,Fuller's,19,Strong Ale,A,Old Ale,,,,,,2004,CLASSIC
DEL,774,611,Great Divide Hibernation Ale,Great Divide,19,Strong Ale,A,Old Ale,,,,,,2004,CLASSIC
DEL,775,ADD,Founder's Curmudgeon,Founder's,19,Strong Ale,A,Old Ale,,,,,,2008,CLASSIC
DEL,776,613,Cooperstown Pride of Milford Special Ale,Cooperstown,19,Strong Ale,A,Old Ale,,,,,,2004,CLASSIC
DEL,777,614,Coniston Old Man Ale,Coniston,19,Strong Ale,A,Old Ale,,,,,,2004,CLASSIC
DEL,778,ADD,Avery Old Jubilation,Avery,19,Strong Ale,A,Old Ale,,,,,,2008,CLASSIC
DEL,779,616,Thomas Hardy's Ale,Thomas Hardy's,19,Strong Ale,B,English Barleywine,,,,,,2004,CLASSIC
DEL,784,ADD,AleSmith Old Numbskull,AleSmith,19,Strong Ale,B,English Barleywine,,,,,,2008,CLASSIC
DEL,785,621,Young's Old Nick,Young's,19,Strong Ale,B,English Barleywine,,,,,,2004,CLASSIC
DEL,786,622,Whitbread Gold Label,Whitbread,19,Strong Ale,B,English Barleywine,,,,,,2004,CLASSIC
DEL,787,ADD,Old Dominion Millenium,Old Dominion,19,Strong Ale,B,English Barleywine,,,,,,2008,CLASSIC
DEL,788,615,North Coast Old Stock Ale,North Coast,19,Strong Ale,B,English Barleywine,,,,,,2008,CLASSIC
DEL,789,ADD,Weyerbacher Blithering Idiot,Weyerbacher,19,Strong Ale,B,English Barleywine,,,,,,2008,CLASSIC
DEL,795,631,Bell's Third Coast Old Ale,Bell's,19,Strong Ale,C,American Barleywine,,,,,,2004,CLASSIC
DEL,797,633,Three Floyds Behemoth,Three Floyds,19,Strong Ale,C,American Barleywine,,,,,,2004,CLASSIC
DEL,798,635,Stone Old Guardian,Stone,19,Strong Ale,C,American Barleywine,,,,,,2004,CLASSIC
DEL,799,636,Bridgeport Old Knucklehead,Bridgeport,19,Strong Ale,C,American Barleywine,,,,,,2004,CLASSIC
DEL,800,637,Hair of the Dog Doggie Claws,Hair of the Dog,19,Strong Ale,C,American Barleywine,,,,,,2004,CLASSIC
DEL,801,ADD,Lagunitas Olde GnarleyWine,Lagunitas,19,Strong Ale,C,American Barleywine,,,,,,2008,CLASSIC
DEL,802,ADD,Smuttynose Barleywine,Smuttynose,19,Strong Ale,C,American Barleywine,,,,,,2008,CLASSIC
DEL,803,ADD,Flying Dog Horn Dog,Flying Dog,19,Strong Ale,C,American Barleywine,,,,,,2008,CLASSIC
DEL,804,ADD,New Glarus Belgian Red,New Glarus,20,Fruit Beer,A,Fruit Beer,,,,,,2008,CLASSIC
DEL,805,ADD,New Glarus Raspberry Tart,New Glarus,20,Fruit Beer,A,Fruit Beer,,,,,,2008,CLASSIC
DEL,808,647,Great Divide Wild Raspberry Ale,Great Divide,20,Fruit Beer,A,Fruit Beer,,,,,,2004,CLASSIC
DEL,811,ADD,Stiegl Radler,Stiegl,20,Fruit Beer,A,Fruit Beer,,,,,,2008,CLASSIC
DEL,812,ADD,Weyerbacher Raspberry Imperial Stout,Weyerbacher,20,Fruit Beer,A,Fruit Beer,,,,,,2008,CLASSIC
DEL,813,643,Abita Purple Haze,Abita,20,Fruit Beer,A,Fruit Beer,,,,,,2004,CLASSIC
DEL,814,644,Melbourne Apricot Beer,Melbourne,20,Fruit Beer,A,Fruit Beer,,,,,,2004,CLASSIC
DEL,815,645,Melbourne Strawberry Beer,Melbourne,20,Fruit Beer,A,Fruit Beer,,,,,,2004,CLASSIC
DEL,816,646,Saxer Lemon Lager,Saxer,20,Fruit Beer,A,Fruit Beer,,,,,,2004,CLASSIC
DEL,817,650,Magic Hat #9,Magic Hat,20,Fruit Beer,A,Fruit Beer,,,,,,2004,CLASSIC
DEL,818,652,Grozet Gooseberry,Grozet,20,Fruit Beer,A,Fruit Beer,,,,,,2004,CLASSIC
DEL,819,653,Grozet Wheat Ale,Grozet,20,Fruit Beer,A,Fruit Beer,,,,,,2004,CLASSIC
DEL,820,641,Pyramid Apricot Ale,Pyramid,20,Fruit Beer,A,Fruit Beer,,,,,,2004,CLASSIC
DEL,821,ADD,Dogfish Head Fort,Dogfish Head,20,Fruit Beer,A,Fruit Beer,,,,,,2008,CLASSIC
DEL,828,667,Fraoch Heather Ale,Fraoch,21,Spice/Herb/Vegetable Beer,A,Spice/Herb/Vegetable Beer,,,,,,2004,CLASSIC
DEL,830,673,Rogue Hazelnut Nectar,Rogue,21,Spice/Herb/Vegetable Beer,A,Spice/Herb/Vegetable Beer,,,,,,2004,CLASSIC
DEL,831,ADD,Hitachino Nest Real Ginger Ale,Hitachino,21,Spice/Herb/Vegetable Beer,A,Spice/Herb/Vegetable Beer,,,,,,2008,CLASSIC
DEL,832,ADD,Breckenridge Vanilla Porter,Breckenridge,21,Spice/Herb/Vegetable Beer,A,Spice/Herb/Vegetable Beer,,,,,,2008,CLASSIC
DEL,833,664,Left Hand JuJu Ginger Beer,Left Hand,21,Spice/Herb/Vegetable Beer,A,Spice/Herb/Vegetable Beer,,,,,,2004,CLASSIC
DEL,835,669,Dogfish Head Midas Touch,Dogfish Head,21,Spice/Herb/Vegetable Beer,A,Spice/Herb/Vegetable Beer,,,,,,2004,CLASSIC
DEL,836,659,Redhook Double Black Stout,Redhook,21,Spice/Herb/Vegetable Beer,A,Spice/Herb/Vegetable Beer,,,,,,2004,CLASSIC
DEL,837,657,Buffalo Bill's Pumpkin Ale,Buffalo Bill's,21,Spice/Herb/Vegetable Beer,A,Spice/Herb/Vegetable Beer,,,,,,2004,CLASSIC
DEL,838,665,BluCreek Herbal Ale,BluCreek,21,Spice/Herb/Vegetable Beer,A,Spice/Herb/Vegetable Beer,,,,,,2004,CLASSIC
DEL,839,670,Christian Moerlein Honey Almond,Christian Moerlein,21,Spice/Herb/Vegetable Beer,A,Spice/Herb/Vegetable Beer,,,,,,2004,CLASSIC
DEL,840,674,Rogue Chocolate Stout ,Rogue,21,Spice/Herb/Vegetable Beer,A,Spice/Herb/Vegetable Beer,,,,,,2004,CLASSIC
DEL,841,ADD,Birrificio Baladin Nora,Birrificio,21,Spice/Herb/Vegetable Beer,A,Spice/Herb/Vegetable Beer,,,,,,2008,CLASSIC
DEL,842,656,Cave Creek Chili Beer,Cave Creek,21,Spice/Herb/Vegetable Beer,A,Spice/Herb/Vegetable Beer,,,,,,2004,CLASSIC
DEL,846,ADD,Nils Oscar Julöl,Nils Oscar,21,Spice/Herb/Vegetable Beer,B,Christmas/Winter Specialty Spiced,,,,,,2008,CLASSIC
DEL,848,679,North Coast Wintertime Ale,North Coast,21,Spice/Herb/Vegetable Beer,B,Christmas/Winter Specialty Spiced,,,,,,2004,CLASSIC
DEL,851,681,Samuel Adams Winter Lager ,Boston Beer Co.,21,Spice/Herb/Vegetable Beer,B,Christmas/Winter Specialty Spiced,,,,,,2004,CLASSIC
DEL,852,ADD,Tröegs The Mad Elf,Tröegs,21,Spice/Herb/Vegetable Beer,B,Christmas/Winter Specialty Spiced,,,,,,2008,CLASSIC
DEL,853,ADD,Jamtlands Julöl,Jamtlands,21,Spice/Herb/Vegetable Beer,B,Christmas/Winter Specialty Spiced,,,,,,2008,CLASSIC
DEL,858,ADD,Spezial Rauchbier Märzen,?,22,Smoke Flavored and Wood Aged Beer,A,Classic Rauchbier,,,,,,2008,CLASSIC
DEL,859,ADD,Saranac Rauchbier,Saranac,22,Smoke Flavored and Wood Aged Beer,A,Classic Rauchbier,,,,,,2008,CLASSIC
DEL,861,ADD,O'Fallons Smoked Porter,O'Fallons,22,Smoke Flavored and Wood Aged Beer,B,Other Smoked Beer,,,,,,2008,CLASSIC
DEL,868,689,Rogue Smoke,Rogue,22,Smoke Flavored and Wood Aged Beer,B,Other Smoked Beer,,,,,,2004,CLASSIC
DEL,869,ADD,Oskar Blues Old Chub,Oskar Blues,22,Smoke Flavored and Wood Aged Beer,B,Other Smoked Beer,,,,,,2008,CLASSIC
DEL,870,ADD,Left Hand Smoke Jumper,Left Hand,22,Smoke Flavored and Wood Aged Beer,B,Other Smoked Beer,,,,,,2008,CLASSIC
DEL,871,ADD,Dark Horse Fore Smoked Stout,Dark Horse,22,Smoke Flavored and Wood Aged Beer,B,Other Smoked Beer,,,,,,2008,CLASSIC
DEL,872,ADD,Magic Hat Jinx,Magic Hat,22,Smoke Flavored and Wood Aged Beer,B,Other Smoked Beer,,,,,,2008,CLASSIC
DEL,873,691,DeGroen's Rauchbock ,DeGroen's,22,Smoke Flavored and Wood Aged Beer,B,Other Smoked Beer,,,,,,2004,CLASSIC
DEL,882,696,Dominion Oak Barrel Stout,Dominion,22,Smoke Flavored and Wood Aged Beer,C,Wood-Aged Beer,,,,,,2004,CLASSIC
DEL,883,697,New Holland Dragons Milk,New Holland,22,Smoke Flavored and Wood Aged Beer,C,Wood-Aged Beer,,,,,,2004,CLASSIC
DEL,886,700,Le Coq Imperial Extra Double Stout,Le Coq,22,Smoke Flavored and Wood Aged Beer,C,Wood-Aged Beer,,,,,,2004,CLASSIC
DEL,887,702,Harviestoun Old Engine Oil Special Reserve,Harviestoun,22,Smoke Flavored and Wood Aged Beer,C,Wood-Aged Beer,,,,,,2004,CLASSIC
DEL,888,703,Bell's Rye Stout,Bell's,23,Specialty Beer,A,Specialty Beer,,,,,,2004,CLASSIC
DEL,889,704,Bell's Eccentric Ale,Bell's,23,Specialty Beer,A,Specialty Beer,,,,,,2004,CLASSIC
DEL,890,706,Samuel Adams Triple Bock,Boston Beer Co.,23,Specialty Beer,A,Specialty Beer,,,,,,2004,CLASSIC
DEL,891,ADD,Samuel Adams Utopia,Boston Beer Co.,23,Specialty Beer,A,Specialty Beer,,,,,,2008,CLASSIC
DEL,892,707,Hair of the Dog Adam,Hair of the Dog,23,Specialty Beer,A,Specialty Beer,,,,,,2004,CLASSIC
DEL,893,708,Great Alba Scots Pine,Great Alba,23,Specialty Beer,A,Specialty Beer,,,,,,2004,CLASSIC
DEL,894,709,Tommyknocker Maple Nut Brown Ale,Tommyknocker,23,Specialty Beer,A,Specialty Beer,,,,,,2004,CLASSIC
DEL,895,710,Great Divide Bee Sting Honey Ale,Great Divide,23,Specialty Beer,A,Specialty Beer,,,,,,2004,CLASSIC
DEL,896,711,Stoudt's Honey Double Mai Bock,Stoudt's,23,Specialty Beer,A,Specialty Beer,,,,,,2004,CLASSIC
DEL,897,ADD,Rogue Dad's Little Helper,Rogue,23,Specialty Beer,A,Specialty Beer,,,,,,2008,CLASSIC
DEL,898,713,Rogue Honey Cream Ale,Rogue,23,Specialty Beer,A,Specialty Beer,,,,,,2004,CLASSIC
DEL,899,714,Dogfish Head India Brown Ale,Dogfish Head,23,Specialty Beer,A,Specialty Beer,,,,,,2004,CLASSIC
DEL,900,715,Zum Uerige Sticke Altbier ,Zum Uerige,23,Specialty Beer,A,Specialty Beer,,,,,,2004,CLASSIC
DEL,901,ADD,Zum Uerige Doppel Sticke Altbier ,Zum Uerige,23,Specialty Beer,A,Specialty Beer,,,,,,2008,CLASSIC
DEL,902,ADD,Yards Brewing Company General Washington Tavern Porter,Yards Brewing Company,23,Specialty Beer,A,Specialty Beer,,,,,,2008,CLASSIC
DEL,903,ADD,Rauchenfels Steinbier,Rauchenfels,23,Specialty Beer,A,Specialty Beer,,,,,,2008,CLASSIC
DEL,904,ADD,Odells 90 Shilling Ale,Odells,23,Specialty Beer,A,Specialty Beer,,,,,,2008,CLASSIC
DEL,906,ADD,Stone Arrogant Bastard,Stone,23,Specialty Beer,A,Specialty Beer,,,,,,2008,CLASSIC
DEL,907,716,White Winter Dry Mead,White Winter,24,Traditional Mead,A,Dry Mead,,,,,,2004,CLASSIC
DEL,908,717,Sky River Dry Mead ,Sky River,24,Traditional Mead,A,Dry Mead,,,,,,2004,CLASSIC
DEL,909,ADD,Intermiel Bouquet Printanier,Intermiel,24,Traditional Mead,A,Dry Mead,,,,,,2008,CLASSIC
DEL,910,718,Lurgashall English Mead,Lurgashall,24,Traditional Mead,B,Semi-Sweet Mead,,,,,,2004,CLASSIC
DEL,911,719,Redstone Traditional Mountain Honey Wine,Redstone,24,Traditional Mead,B,Semi-Sweet Mead,,,,,,2004,CLASSIC
DEL,912,720,Sky River Semi-Sweet Mead ,Sky River,24,Traditional Mead,B,Semi-Sweet Mead,,,,,,2004,CLASSIC
DEL,913,ADD,Intermiel Verge d'Or,Intermiel,24,Traditional Mead,B,Semi-Sweet Mead,,,,,,2008,CLASSIC
DEL,914,ADD,Intermiel Mélilot,Intermiel,24,Traditional Mead,B,Semi-Sweet Mead,,,,,,2008,CLASSIC
DEL,915,721,Lurgashall Christmas Mead,Lurgashall,24,Traditional Mead,C,Sweet Mead,,,,,,2004,CLASSIC
DEL,916,722,Chaucer's Mead,Chaucer's,24,Traditional Mead,C,Sweet Mead,,,,,,2004,CLASSIC
DEL,917,723,Rabbit's Foot Sweet Wildflower Honey Mead ,Rabbit's Foot,24,Traditional Mead,C,Sweet Mead,,,,,,2004,CLASSIC
DEL,918,ADD,Intermiel Benoîte,Intermiel,24,Traditional Mead,C,Sweet Mead,,,,,,2008,CLASSIC
DEL,919,724,White Winter Cyser ,White Winter,25,Melomel (Fruit Mead),A,Cyser (Apple Melomel),,,,,,2004,CLASSIC
DEL,920,ADD,Rabbit's Foot Apple Cyser,Rabbit's Foot,25,Melomel (Fruit Mead),A,Cyser (Apple Melomel),,,,,,2008,CLASSIC
DEL,921,ADD,Long Island Meadery Apple Cyser,Long Island Meadery,25,Melomel (Fruit Mead),A,Cyser (Apple Melomel),,,,,,2008,CLASSIC
DEL,922,725,"Redstone ""Pinot Noir"" Mountain Honey Wine ",Redstone,25,Melomel (Fruit Mead),B,Pyment (Grape Melomel),,,,,,2004,CLASSIC
DEL,923,ADD,"Redstone ""White Pyment"" Mountain Honey Wine ",Redstone,25,Melomel (Fruit Mead),B,Pyment (Grape Melomel),,,,,,2008,CLASSIC
DEL,924,726,White Winter Blueberry Melomel,White Winter,25,Melomel (Fruit Mead),C,Other Fruit Melomel,,,,,,2004,CLASSIC
DEL,925,727,White Winter Raspberry Melomel,White Winter,25,Melomel (Fruit Mead),C,Other Fruit Melomel,,,,,,2004,CLASSIC
DEL,926,728,White Winter Strawberry Melomel,White Winter,25,Melomel (Fruit Mead),C,Other Fruit Melomel,,,,,,2004,CLASSIC
DEL,927,729,Redstone Black Raspberry Nectar,Redstone,25,Melomel (Fruit Mead),C,Other Fruit Melomel,,,,,,2004,CLASSIC
